antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'pep_NO', 'current_act_YES', 'mortgage_NO'})",frozenset({'married_YES'}),0.2633333333333333,0.66,0.215,0.8164556962025317,1.2370540851553509,0.041200000000000014,1.8524137931034483
"frozenset({'pep_NO', 'current_act_YES', 'married_YES'})",frozenset({'mortgage_NO'}),0.295,0.6516666666666666,0.215,0.728813559322034,1.1183839784992848,0.022758333333333353,1.284479166666667
"frozenset({'pep_NO', 'mortgage_NO', 'married_YES'})",frozenset({'current_act_YES'}),0.285,0.7583333333333333,0.215,0.7543859649122807,0.9947946790052054,-0.0011249999999999871,0.9839285714285716
"frozenset({'save_act_YES', 'pep_NO', 'mortgage_NO'})",frozenset({'married_YES'}),0.23666666666666666,0.66,0.2,0.8450704225352114,1.2804097311139566,0.043800000000000006,2.1945454545454557
"frozenset({'pep_NO', 'mortgage_NO', 'married_YES'})",frozenset({'save_act_YES'}),0.285,0.69,0.2,0.7017543859649124,1.017035341978134,0.0033500000000000474,1.0394117647058827
"frozenset({'pep_NO', 'children_(-0.003, 1.0]'})",frozenset({'married_YES'}),0.32,0.66,0.26,0.8125,1.231060606060606,0.04879999999999998,1.8133333333333332
"frozenset({'pep_NO', 'children_(-0.003, 1.0]'})",frozenset({'save_act_YES'}),0.32,0.69,0.24333333333333335,0.7604166666666667,1.1020531400966185,0.02253333333333335,1.2939130434782615
"frozenset({'pep_NO', 'children_(-0.003, 1.0]'})",frozenset({'current_act_YES'}),0.32,0.7583333333333333,0.24,0.75,0.989010989010989,-0.0026666666666666783,0.9666666666666668
frozenset({'sex_MALE'}),frozenset({'current_act_YES'}),0.5,0.7583333333333333,0.375,0.75,0.989010989010989,-0.004166666666666652,0.9666666666666668
"frozenset({'sex_MALE', 'married_YES'})",frozenset({'current_act_YES'}),0.335,0.7583333333333333,0.245,0.7313432835820894,0.9644087256027554,-0.00904166666666667,0.8995370370370368
"frozenset({'sex_MALE', 'children_(-0.003, 1.0]'})",frozenset({'current_act_YES'}),0.3333333333333333,0.7583333333333333,0.245,0.735,0.9692307692307692,-0.007777777777777772,0.9119496855345912
"frozenset({'sex_MALE', 'mortgage_NO'})",frozenset({'current_act_YES'}),0.31,0.7583333333333333,0.23666666666666666,0.7634408602150538,1.0067352002835874,0.0015833333333333532,1.0215909090909092
"frozenset({'sex_MALE', 'mortgage_NO'})",frozenset({'save_act_YES'}),0.31,0.69,0.22,0.7096774193548387,1.0285179990649838,0.006100000000000022,1.0677777777777782
"frozenset({'save_act_YES', 'sex_MALE'})",frozenset({'current_act_YES'}),0.3466666666666667,0.7583333333333333,0.265,0.764423076923077,1.0080304311073542,0.002111111111111119,1.0258503401360548
"frozenset({'sex_MALE', 'current_act_YES'})",frozenset({'save_act_YES'}),0.375,0.69,0.265,0.7066666666666667,1.0241545893719808,0.006250000000000033,1.056818181818182
frozenset({'car_YES'}),frozenset({'current_act_YES'}),0.49333333333333335,0.7583333333333333,0.36666666666666664,0.7432432432432432,0.9801009801009801,-0.007444444444444476,0.9412280701754385
frozenset({'car_YES'}),frozenset({'save_act_YES'}),0.49333333333333335,0.69,0.34833333333333333,0.706081081081081,1.0233059146102625,0.007933333333333348,1.0547126436781609
"frozenset({'car_YES', 'married_YES'})",frozenset({'current_act_YES'}),0.3233333333333333,0.7583333333333333,0.23666666666666666,0.731958762886598,0.9652203466636458,-0.008527777777777745,0.9016025641025645
"frozenset({'car_YES', 'married_YES'})",frozenset({'save_act_YES'}),0.3233333333333333,0.69,0.24,0.7422680412371134,1.0757507844016136,0.016900000000000026,1.2028000000000003
"frozenset({'save_act_YES', 'car_YES'})",frozenset({'current_act_YES'}),0.34833333333333333,0.7583333333333333,0.26666666666666666,0.7655502392344498,1.0095167989904832,0.0025138888888889266,1.03078231292517
"frozenset({'current_act_YES', 'car_YES'})",frozenset({'save_act_YES'}),0.36666666666666664,0.69,0.26666666666666666,0.7272727272727273,1.0540184453227932,0.013666666666666716,1.136666666666667
"frozenset({'mortgage_NO', 'car_YES'})",frozenset({'current_act_YES'}),0.3233333333333333,0.7583333333333333,0.23833333333333334,0.7371134020618557,0.972017673048601,-0.006861111111111068,0.9192810457516343
"frozenset({'mortgage_NO', 'car_YES'})",frozenset({'save_act_YES'}),0.3233333333333333,0.69,0.235,0.7268041237113402,1.05333930972658,0.011900000000000022,1.1347169811320756
"frozenset({'car_YES', 'children_(-0.003, 1.0]'})",frozenset({'current_act_YES'}),0.31833333333333336,0.7583333333333333,0.235,0.7382198952879581,0.9734767849951096,-0.006402777777777813,0.9231666666666666
"frozenset({'car_YES', 'children_(-0.003, 1.0]'})",frozenset({'save_act_YES'}),0.31833333333333336,0.69,0.22333333333333333,0.7015706806282722,1.0167691023598149,0.0036833333333333163,1.0387719298245615
"frozenset({'income_(24386.173, 43758.137]'})",frozenset({'current_act_YES'}),0.39166666666666666,0.7583333333333333,0.295,0.7531914893617021,0.9932195464110358,-0.0020138888888888706,0.9791666666666667
"frozenset({'save_act_YES', 'income_(24386.173, 43758.137]'})",frozenset({'current_act_YES'}),0.27166666666666667,0.7583333333333333,0.20666666666666667,0.7607361963190183,1.0031686105305737,0.0006527777777777799,1.010042735042735
"frozenset({'income_(24386.173, 43758.137]', 'current_act_YES'})",frozenset({'save_act_YES'}),0.295,0.69,0.20666666666666667,0.7005649717514124,1.0153115532629167,0.0031166666666666842,1.0352830188679247
frozenset({'mortgage_YES'}),frozenset({'current_act_YES'}),0.34833333333333333,0.7583333333333333,0.25666666666666665,0.7368421052631579,0.97165991902834,-0.007486111111111082,0.9183333333333333
frozenset({'mortgage_YES'}),"frozenset({'children_(-0.003, 1.0]'})",0.34833333333333333,0.6633333333333333,0.25,0.7177033492822966,1.0819648481642663,0.018938888888888894,1.1925988700564971
frozenset({'region_TOWN'}),frozenset({'current_act_YES'}),0.28833333333333333,0.7583333333333333,0.21333333333333335,0.7398843930635839,0.9756717271168139,-0.005319444444444432,0.9290740740740745
frozenset({'region_TOWN'}),frozenset({'save_act_YES'}),0.28833333333333333,0.69,0.21333333333333335,0.7398843930635839,1.072296221831281,0.014383333333333359,1.1917777777777783
frozenset({'save_act_YES'}),frozenset({'current_act_YES'}),0.69,0.7583333333333333,0.5316666666666666,0.7705314009661836,1.0160853639114509,0.008416666666666628,1.053157894736842
frozenset({'current_act_YES'}),frozenset({'save_act_YES'}),0.7583333333333333,0.69,0.5316666666666666,0.701098901098901,1.0160853639114509,0.008416666666666628,1.0371323529411764
"frozenset({'age_(50.667, 67.0]'})",frozenset({'save_act_YES'}),0.31833333333333336,0.69,0.25166666666666665,0.7905759162303664,1.1457621974353136,0.03201666666666664,1.4802499999999994
"frozenset({'age_(50.667, 67.0]'})",frozenset({'current_act_YES'}),0.31833333333333336,0.7583333333333333,0.24,0.7539267015706805,0.994189057016282,-0.0014027777777778083,0.98209219858156
"frozenset({'age_(17.951, 34.333]'})","frozenset({'income_(4956.094, 24386.173]'})",0.325,0.475,0.29,0.8923076923076922,1.8785425101214575,0.135625,4.874999999999997
"frozenset({'age_(17.951, 34.333]'})",frozenset({'current_act_YES'}),0.325,0.7583333333333333,0.255,0.7846153846153846,1.0346576500422655,0.00854166666666667,1.1220238095238095
"frozenset({'income_(4956.094, 24386.173]', 'age_(17.951, 34.333]'})",frozenset({'current_act_YES'}),0.29,0.7583333333333333,0.23,0.7931034482758622,1.045850701023115,0.01008333333333336,1.1680555555555565
"frozenset({'current_act_YES', 'age_(17.951, 34.333]'})","frozenset({'income_(4956.094, 24386.173]'})",0.255,0.475,0.23,0.9019607843137255,1.8988648090815274,0.10887500000000001,5.355000000000001
"frozenset({'age_(17.951, 34.333]'})","frozenset({'income_(4956.094, 24386.173]', 'current_act_YES'})",0.325,0.35833333333333334,0.23,0.7076923076923077,1.9749552772808587,0.11354166666666667,2.1951754385964914
